employee_id,salary_amount,salary_date
758488a6-d9ef-48e5-9a7f-992394948962,6669.790,2024-05-19
e80f18c1-ef22-423e-8bf8-263045b3b10b,7869.230,2024-07-21
ea668307-6cbe-4af4-861d-74c89a6da367,3528.750,2024-07-11
af91dff0-0858-4238-a746-e97780cdf926,3482.940,2024-06-28
770281fb-4883-4e80-b251-645574f1994e,4481.520,2024-06-18
635a99e0-65df-454b-8241-478eb6e24274,6378.410,2024-04-18
fa8b5438-5831-4658-a160-567bbfc10804,6025.650,2024-07-17
277ba1b0-cf76-403b-9e12-54b641a8298a,3051.230,2024-03-27
07cb4f4c-1003-46b8-86b5-e11a3e9a4d4a,4184.260,2024-03-07
5260ea7b-2344-4663-be1c-e6fd8be3d1b6,4290.980,2024-05-11
f17ba4c8-b6d4-4616-80d2-614974da25e3,6868.700,2024-01-19
d7ee40b0-59ac-4b31-adeb-ae2a636c2fbe,6565.550,2024-05-11
c339dbad-20e2-4878-b256-a9e1a4956d61,2195.140,2024-07-03
dc3b9d44-623d-46f2-a3d1-9f0b288b8647,4397.200,2024-03-17
34013327-9d7a-4405-908f-a4ea5ac4502d,1739.240,2024-05-26
2e26054a-7936-40f6-816d-5a454fab3a5f,4391.590,2024-06-30
ddd29c49-9a72-4881-99ba-ba0fb473b6ab,4839.220,2024-06-02
8dda5c84-8a95-42ff-9d8d-8235439f3187,6083.140,2024-03-02
91056967-e3d1-4c56-a782-aeb43e25e6d2,3394.740,2024-03-11
0b76063d-508b-47d3-9289-cfccb86b3578,4637.280,2024-05-09
cfe399a2-db8c-4ff8-bdf6-b4d82cdfc795,1513.510,2024-01-19
2044e37b-413b-4eb4-8456-ecce3655249f,4934.600,2024-05-09
992f5b20-d1ab-4e78-8b7c-ec2ca2355318,7306.360,2024-06-20
c23b5986-a65f-48a0-a7ac-31ea108fc97c,1477.110,2024-06-27
00a35ed4-9f6f-464b-a75d-54131a167115,9980.410,2024-07-04
343b75d6-ec05-4e07-9c45-6bda2f658233,5286.180,2024-03-08
7ebb725c-6f18-4748-8013-b0a94e6214d8,2335.300,2024-05-18
515b6e11-d42f-4a0f-9fd9-884a9e507052,4577.520,2024-07-22
caee21d1-785e-48eb-8092-5a6f9f3ae030,5777.080,2024-06-08
eeb5fbfc-27c8-42da-a1be-5fdbbba20526,5098.490,2024-02-13
77e4e880-f015-4b49-95e5-a149a8a3ee76,5728.400,2024-01-31
19a597e9-2b2a-4ede-8477-90a737117f13,8228.030,2024-07-03
d90febed-0c4c-4887-8aba-fcf8235276ff,3364.910,2024-02-10
e9f52c9b-5939-4f7e-94e0-6c1bb71f4095,4157.420,2024-06-13
c31db15b-13dc-4e43-9c2e-704f2a14233e,3073.140,2024-02-02
fff7c591-fe2e-495f-ac71-a3a68bb4460c,7384.580,2024-03-14
3ebfcbce-d19d-429e-824a-a9b43f367921,8819.280,2024-05-27
372f2265-49f7-45b6-b182-60671a40ba2f,1881.940,2024-02-24
e286bf9b-6c5f-4518-9581-8cdef68e8e96,4310.180,2024-03-27
0336f370-8780-4228-9fd3-ec1b697ebe60,7574.040,2024-07-12
d6b5637a-8370-4a19-853b-8f46b0b7f6ce,8211.010,2024-03-06
f0f3801d-6494-49e6-ba84-2914033ab19d,8449.690,2024-03-26
b8e680fb-aedf-441d-bf9a-c594ca8fecb7,6370.060,2024-05-01
d6606591-6ac2-4869-8c5b-44d59f9c24cc,7211.290,2024-03-31
d528ac7b-8ca4-40db-bf6c-6e5924795110,8555.040,2024-06-12
56806046-8c8a-40b8-8106-5ed39c7adc11,3696.200,2024-07-11
17af40a3-e870-44ab-b31f-e23ceaa761b7,6210.390,2024-01-24
db6026c7-1b80-4385-8134-45d665d223aa,1902.630,2024-04-02
5ac8a380-7920-4179-8f60-e79b7af455bf,3486.980,2024-02-05
f6ce1c25-bc17-401e-83f2-0cbc296e20f3,5047.360,2024-05-11
9f7d0920-1944-4b39-98dc-17c25d27b307,5848.520,2024-02-29
79d2655f-40df-420f-a258-41f6a962afb2,5370.370,2024-07-07
cb6f8fd0-9222-44ff-a5f3-cffaf3eec541,3267.320,2024-03-03
ee39cd59-0045-482a-b666-08a29a1a5b1c,3937.760,2024-03-10
e089703e-5ae3-4c73-963c-701fbff64bb5,2017.260,2024-05-12
5a1dd8b2-bd8f-46c1-92a0-a9da387ccd26,8275.470,2024-04-24
50b7ae35-6595-42ad-9e1b-aa0e429e7703,1440.130,2024-06-01
2350efe0-9fbc-418f-a77f-773411eb7d2d,8365.430,2024-01-01
12fb45be-f891-4c57-876a-fc80afa55fec,9461.730,2024-05-31
00cf8c0f-ea46-4418-8874-2bb3f9dc68d8,2671.840,2024-05-16
953173ed-4358-4bed-b272-4d7579ec2858,1704.600,2024-02-07
9f615faa-6b97-4c8d-8f08-8ef99be0a8eb,5164.610,2024-05-30
c3a2b77d-7e2f-44b5-860d-630e0d1dba91,2336.710,2024-01-20
b4e1d70f-de3c-4da2-8954-899540cae53f,6598.750,2024-03-18
4b70ff0d-09d5-40ac-8734-f042fe0c6d44,5459.750,2024-07-08
1fdbac3f-9b2a-4259-8a83-fd5b805d1f74,7887.530,2024-01-27
15592213-b732-4d26-a778-2ce142bc1ead,4544.210,2024-02-04
58ab78df-7a75-4511-9a67-7a675e797de1,1388.030,2024-06-09
e55bab10-c359-4df0-a66b-46580f9ec641,4892.520,2024-01-15
4210acb3-3543-4ec9-9e46-119b4d9f10ae,2836.520,2024-03-16
958df74a-2d9c-473d-86c8-6a9228fcdc68,8464.700,2024-03-28
7f9c759d-2688-4dec-8832-3c5625fe7b4d,4971.920,2024-04-09
a98796ad-e8e4-4a15-8322-42fe3c924539,4295.010,2024-01-09
52b4deaf-9123-4248-a6ca-cfd5df137f26,4949.660,2024-03-24
07d48d8f-0b61-4d7c-9012-05bd4c4ad13e,6470.780,2024-03-27
b5ee5ec5-d7f8-4fc0-97bb-49d3dc7ca1e2,9518.340,2024-06-11
36629bcf-e320-45b1-9c25-168d03745557,7911.140,2024-03-24
6cd153b2-4fb1-4ebf-82e4-3b9c152cd724,5203.860,2024-06-05
4a048430-feb8-494b-85d3-c270d80bd022,9714.350,2024-04-28
fafbc663-cb90-4d59-8b1d-9f0219a07194,4544.670,2024-05-01
f447f626-deac-4ae5-aeca-0486ec667381,3202.740,2024-04-07
b5a9ab0c-ae1a-470d-a3e0-1f2b5c3d9a79,5312.620,2024-06-16
e9f4bb02-8ed6-43dd-9a75-3cc61dfb6b90,3376.760,2024-02-08
23c9d2d8-974d-4b39-bf4e-317e44234809,9137.240,2024-01-03
6c1213ea-4e77-40f1-8301-0ec6874278b3,9046.830,2024-04-02
46859c04-fbad-4687-89bb-317bc936f119,5880.110,2024-04-03
3a181254-0088-40cd-9f42-039dc9ac6ad0,7886.400,2024-05-13
171000ab-fdbc-4aee-8d72-1751b7a62ea1,7309.690,2024-05-23
ff4379b8-d1b7-4025-8ab7-d9cd63ea32e4,2356.540,2024-01-25
fa2b4d53-0820-413a-8da8-f0f321de9aaa,3663.260,2024-07-05
47212942-a1a9-4bbe-9a5d-9892ded5e015,2705.230,2024-04-04
d3159166-cbde-4e0e-8730-65895a3bbce1,1532.270,2024-03-29
9f8b5ef2-d4b3-468c-8a69-92cf9bdf05a4,1800.930,2024-01-28
65a27ab5-8c5b-487a-b654-f935ce687b28,2807.140,2024-07-18
673a1c2c-071f-4268-b96f-7be586ceab32,9861.790,2024-04-21
5cd092ff-2230-443b-8aef-e8ff250c6b5d,4954.700,2024-06-01
6998e881-0992-400f-8fbb-79374a77dd9b,6794.520,2024-06-14
23a94ce6-6a97-4be7-883b-0ee985b19bf8,1763.030,2024-07-01
e09cbf23-1fe3-4382-bbf0-01a0194738e1,8869.820,2024-06-24
7eac4aec-87be-4b64-8a20-d1646bb71130,5211.560,2024-01-14
d2603951-ea90-4567-bcc0-fed55caf14ac,5571.350,2024-06-13
2feaa89c-4d5e-4dd6-928d-e2d7f87e66d1,6158.590,2024-02-09
fb296806-f934-4439-ac5d-e61c18aa39e7,3756.590,2024-05-15
aec36959-cc08-473a-8d44-dbdec2d3f81f,6134.580,2024-05-25
1f6cd1b9-e1e0-4e7d-801d-29335411f5df,3568.110,2024-01-24
ba51537a-4539-4a7e-9bca-9247c3f21851,1201.240,2024-05-27
8ad273ba-e566-42b6-af76-ae907383b7f3,9385.150,2024-07-18
d3e0c341-2522-489c-acf7-99ded9dc9212,4682.000,2024-05-24
e3a4ac9d-ad88-4e96-89aa-e7c43179e4f6,2272.830,2024-05-25
5c9f2afd-8be7-4971-8ee2-e44cfef05c7c,8231.780,2024-01-02
47de67fd-b17c-4a4b-9b4d-886adcfa8e3a,8969.670,2024-01-13
fee2c028-810f-4b7b-8d55-d4e3169199ff,8707.030,2024-06-22
4ae21f41-5992-469c-b031-c808486e3dd2,3754.620,2024-05-10
85be16f3-2f96-4c59-a169-c15e2420db5b,8170.930,2024-05-17
f196b1bd-a2e5-45ad-94db-6f32931a80c4,2670.900,2024-01-23
47b486a1-260b-4eba-8cc8-5f5939531736,5541.340,2024-04-05
fd3f2172-dfc8-486c-909f-5f03028e0c1f,9384.320,2024-02-12
e12901d5-b9e2-4c31-b222-a36c3b1d19e4,3757.380,2024-04-27
cc659ab6-e1b1-4a99-9fcb-f44c1b00ce24,3698.510,2024-01-09
edf7a506-d5f4-45c5-85a1-b6d0d21f6dac,8452.710,2024-04-01
8e4689ce-2954-4198-93ad-20abb5966db7,5423.500,2024-07-14
e433d984-edda-4007-ab09-5c61173dea8c,9990.430,2024-05-12
e65d3a9f-9134-489d-b402-e92f0ffa69ff,4612.140,2024-03-19
06884eba-69ce-49e8-a906-8960aafa931b,1240.260,2024-01-26
07512ea9-1e5d-47b4-87ed-bdb2a89572f0,8719.920,2024-03-30
fb7be726-8cf3-4728-8792-b03c274d8065,8759.870,2024-06-26
ec123c73-98f4-4e5e-9533-e5da21cafab4,4488.210,2024-04-21
830f972d-b60f-4b19-a514-3a2b13b91b99,1872.970,2024-01-08
82adfaee-d277-4d68-8265-533718762d8e,2929.860,2024-05-17
bbdeb895-0893-4a45-83fd-270f9fac1963,2322.460,2024-06-09
6dcac9b7-b6bb-4c8e-9d3e-ba97293d69c8,9416.940,2024-06-03
9e728a21-78c0-4a3d-854e-f91dbfcc61dc,4656.220,2024-06-26
6d06a95c-a7e2-4cdc-9bc8-b9cff897bff3,1831.620,2024-04-18
11a06239-cf34-4e19-adc8-09d98170f53d,9792.840,2024-04-20
30d51f98-4a8b-4ede-9b3a-e0b31682f876,3487.200,2024-01-22
958d4b85-de01-4d46-9f30-68d27aad8ba3,3474.230,2024-02-15
267cda79-8d2e-410e-82bb-3c00429509aa,8651.870,2024-03-17
bbd5f2b9-50df-4d1f-8714-b3220b433c38,7202.190,2024-03-31
055d5ee8-36f6-46ee-af55-437c65c72885,3767.750,2024-06-30
8af33855-fe0e-45ca-a610-1f7627dd7f56,3928.530,2024-01-28
3829d0f1-5e1f-4a11-9998-b7cdcf2f0f4e,8434.900,2024-03-08
dcc55f54-21f7-4e87-aa9b-6318e54e17b4,4504.160,2024-01-10
84e9985c-aaf8-4280-88e4-0b9c0251ad55,8995.480,2024-07-09
cd7ed861-01ad-4dfd-8f02-78e4e26aa5a3,5444.340,2024-03-24
6128a778-abe8-4202-9ed0-9cca38c2f92b,3360.700,2024-01-27
4c090106-99a9-4b72-bc3e-164e52123559,8657.920,2024-05-03
6501c818-031b-4631-9ba5-6dad78163e3f,6238.350,2024-07-02
8f2b47b5-55b4-447e-94e8-fdeb571aac8c,5039.630,2024-03-29
4c3471de-19db-46d8-ac54-cdee56d0bd4e,6410.810,2024-05-12
316a0adc-e427-4d45-a451-96b3856f4c4d,2383.550,2024-04-08
4f61b225-1bcd-4913-a5e1-16d2895f3891,1338.590,2024-01-07
66eb46de-e034-40ff-a601-23db5d710bf1,8888.350,2024-01-10
34046dea-93ba-4233-a2e0-bb10aafb8f22,1279.030,2024-06-08
1d767aa0-1daa-474e-8182-d7a5ba9337e2,6306.200,2024-03-28
f4c29bde-5cdd-48f5-901c-303c5821b678,9518.270,2024-03-28
e8af3a50-de16-473c-9813-5e29110f44f8,9956.830,2024-03-25
8e853901-2da9-4ad1-a3d2-4d23200d0466,7221.930,2024-02-03
cd150f7e-7f08-4b45-bc9a-2deddf482f39,6031.320,2024-04-27
24281760-9b04-4c67-9267-a1b48aa949dd,9902.040,2024-05-29
1be0443a-63c9-4aa1-adb5-e7cce47f605e,1634.430,2024-06-27
55672b38-b681-4298-9852-4fb70f163cfb,2715.970,2024-02-13
6fd28467-c241-4612-b7f7-e7ddb6f95f5b,6100.400,2024-04-12
4b22cd6a-44b3-4593-afb8-0663cf34d3e5,4629.820,2024-02-17
99c68ad5-cc32-48df-85bb-df22573d6393,2262.850,2024-07-02
a5801c0d-e9f3-4ac2-91d0-5547f6686182,2950.820,2024-03-24
1ca6ef40-4a16-4345-bcf6-260c07906467,9880.020,2024-01-21
8df02410-42e0-4372-ba8b-0173b636c49d,7539.030,2024-02-21
04a55ab5-1123-4b65-9a54-00c5fd47a370,6577.590,2024-02-09
f46af51f-91ee-492c-9675-733051de46f7,1334.150,2024-07-03
2203e0dd-305c-475e-80b0-1ad1cc7bf27e,5528.430,2024-03-21
018995c2-329e-47c7-9623-e0594aeccb56,2822.900,2024-03-09
e016a8a3-3b47-41e6-8798-e645a83a0661,5421.850,2024-02-03
42402384-d878-47e1-9956-57b8f81a6b05,7215.180,2024-05-10
e2bc9ef7-6eb1-492a-a1e8-3eabccd4df92,3524.640,2024-02-29
7502271d-d6c8-4e7f-9464-2c8324c5424d,2604.810,2024-06-07
df6859e7-ce6a-42cf-bc65-ad6b19b060aa,6720.200,2024-07-12
d0a39164-6fcd-4c89-bebb-f53170bb1ee9,7529.850,2024-02-05
1155ca53-8458-40b8-83b5-1d4b3e37a907,4072.940,2024-05-11
52af142d-63e9-4936-ba5e-3eefc05b9f25,7399.640,2024-05-28
37ffb480-10ba-46f2-b127-48da6ed24e8f,7004.280,2024-01-27
86f8cd8f-1080-4bbc-ae49-d451a57ce30d,6246.690,2024-06-02
d8b66028-cae8-4db1-9301-7fb04ecb2118,4720.210,2024-01-21
3120529b-6a3e-408a-8ca1-00de08d0d2b3,9700.340,2024-07-18
518c0ecc-0213-4dac-8ff4-ceebb2915988,5529.300,2024-02-13
3269b274-06a1-4d28-8786-45e37593a9e1,5137.240,2024-07-19
869c3e4f-8f04-40cc-ba5e-e20b5aecc9c9,9663.660,2024-02-17
5318452f-b598-4999-bea3-24f84bec1cbb,9788.190,2024-06-22
1b4a560a-97cd-4b33-9431-fdf6f47433c7,9382.420,2024-06-29
0da6578b-729f-44cd-955d-bb35d4118c9d,1891.180,2024-01-23
fd0c7f38-0cae-4727-af70-8af1358e9dce,8992.720,2024-05-10
29a5f870-5964-436e-9f81-075c7d5bb82b,3382.540,2024-03-25
40f29aa2-85c8-4385-a34f-8380f5cf6ac7,8007.620,2024-06-06
e6ffa509-b56f-47c0-99ac-009a9ada50cc,7200.700,2024-01-01
f9c14334-ff7e-477e-9124-659c94fc1ae1,2039.020,2024-07-03
ff387044-6390-425b-9f99-be270ce5fd4a,5431.030,2024-03-02
37276275-4d59-417e-a156-31067959595f,7355.970,2024-01-19
9e6c67b2-0bdc-4fe2-b44a-e5ddbe444e87,5836.590,2024-06-19
ad9bea9f-46f2-47c2-a117-72cce2a90767,8590.660,2024-07-06
45986baf-da36-445b-b716-3fa6a28951f0,1102.660,2024-06-10
52eb054f-936b-465b-99e8-dab46940a9bc,6480.680,2024-01-31
6553f65b-8697-450a-929f-b9994a58220b,6850.150,2024-01-31
e645b215-eca0-474f-b21e-45b819899630,6099.970,2024-01-07
252cda3c-f5e5-4a79-b4c9-852c430fe24a,3705.310,2024-05-22
f5c6154b-c4f4-45e1-b8d0-715173423476,1547.430,2024-04-03
4ee013cf-002b-4210-9b94-f3d3a0ead810,6244.280,2024-04-20
d1b5fbbc-770e-4220-b30b-1a060372301f,9949.010,2024-05-10
7c8ded9e-1f99-47f1-ab7b-98cf2f5952b7,4852.940,2024-03-07
4aaed7d6-7bd4-4118-90ce-80b101e8b4dc,6628.460,2024-07-12
ce862404-e17d-4d06-98de-9c47185beb00,5518.900,2024-04-05
595c3595-42c0-47fd-ad15-430f837a14fd,5235.110,2024-06-17
c8c5c672-b9a8-457a-9328-76cfca6d3684,9968.880,2024-01-18
3687528c-ae5a-491f-9680-e7ac7c6b6a4a,9665.690,2024-04-19
daa2a8f5-b246-4e80-b04e-2b576344e340,5173.950,2024-05-24
da7824dd-5b2c-4e9a-9307-e1e2e7931c40,6581.170,2024-04-14
239901a3-98d2-4b70-a236-caea3d1a402b,2311.390,2024-06-30
7495c182-10d3-4e98-9af5-772e1b9c4522,9316.950,2024-06-10
853aba07-d9aa-4108-88ea-873b0c134a62,1987.910,2024-05-30
a7c2fdc6-278d-4847-96e9-9dc0e0b81faf,7314.800,2024-03-23
226950f8-2683-483b-82ee-6a07ca4481c9,4430.470,2024-01-12
8180f085-22c7-4f6e-80fd-6c85085831d4,1338.720,2024-01-30
2a1f446d-5c61-48a4-99ea-bf33c7b12a43,8289.150,2024-02-05
38f7d293-13a9-422b-b894-ec9b1e5373d2,9652.860,2024-06-23
6c0d6f9d-2ae7-452d-80e7-1bdbf301bd11,8956.290,2024-05-31
a7e7ecb2-cdb8-45f3-981a-c62e78919323,6749.660,2024-06-19
1e6c076d-0884-4445-951b-3f6ec77af7a3,2648.420,2024-04-28
fc20c7fc-2c0b-471b-a5b5-a4d72b353630,1662.400,2024-01-20
3ef48f49-50c8-4c77-afef-553ea41cd3a4,7492.610,2024-06-08
a58b7507-f475-47b3-bc71-7b7909da353a,7909.510,2024-06-19
4fe73342-260c-40bd-8110-e99405e91e4d,9233.690,2024-07-04
22b15573-63f4-426b-8a05-a10d777b45db,1005.450,2024-02-15
2703a6f3-851f-4fd6-b424-76a81aa900a0,9953.630,2024-04-07
ccba13ee-b01d-4244-8670-a7bb37e88885,5201.880,2024-03-13
a29239be-247f-4e5e-8cdd-733462f61d02,5194.500,2024-01-12
1faac281-d326-4739-ac24-bfd1f7631ee1,9514.460,2024-06-26
c43df4a8-d385-477c-9fd6-58354ea6aa96,9922.910,2024-05-06
589fc6c2-c02d-42c5-988a-2a6bda3b46bc,9140.350,2024-04-29
2db989d5-7a8b-45bc-a3cf-9cf50035b5c7,4719.800,2024-03-29
62038345-03bf-4f75-a743-74ddd53183b5,1143.770,2024-01-01
8d4f268e-6162-4a13-9437-49d46766bacc,7387.380,2024-05-30
96b63871-6241-4a58-b574-facdec9b8063,8197.130,2024-05-17
15fd0a2b-1485-472e-9523-5b39284b47fa,6767.750,2024-03-04
51057c2d-ba1b-45b8-91bd-f317b113a3ce,5471.610,2024-05-28
59055e2d-c9ff-4ab8-b4ae-8d7175dfdbeb,1920.910,2024-02-12
a3e2a622-5b2d-4b90-ba18-83af44c848ba,5434.410,2024-02-25
dd52d633-1ef2-4222-af77-9d6667607f9b,3185.680,2024-06-02
9f25719f-904c-4613-8948-2efd9a525551,6121.150,2024-04-02
0444dcbe-a761-470e-ab73-7343f593afae,3557.230,2024-02-20
f812a7d5-a0e0-498d-8bb0-a9baf01de9be,1834.100,2024-05-31
b17f805a-b0c2-4d2d-9401-e305a9fad0eb,3393.420,2024-06-25
eb0c040a-b1e4-44b0-885a-28f7b7724042,4104.050,2024-01-29
475f39e3-b8fb-4ff5-a6c1-f10eee3bb200,4982.170,2024-07-11
67e47ba7-e3c4-4efc-a379-cc5b92a0e4ae,1268.470,2024-05-09
ad4c5090-5cc8-4d34-8cb6-b1c004d67605,1829.430,2024-02-21
ff245158-9e6b-41ef-ae7c-4dac0ef8ab4d,2319.400,2024-03-24
73c160b7-3977-4357-9983-bf82f25a28bb,6256.530,2024-01-19
587fc7fb-d9ff-4eee-b411-7325fa502db3,8323.090,2024-06-02
870d8337-fb6b-4d08-9a4e-06d5629352e0,1394.630,2024-02-28
da9d56b6-8a86-4939-9665-5b3fa564b9f6,4798.740,2024-03-30
97cea7a3-2d38-41fd-85a4-9a20aa241200,7360.760,2024-02-24
e7b31c4a-128d-4be1-92c8-65ac2d0df5eb,7409.730,2024-07-14
9fc782d3-4184-42c4-9522-38cb3e5440b3,8327.720,2024-06-16
656cc7a1-5a37-4bc0-a8b0-90e67377f113,8542.930,2024-05-04
2792683f-1699-4c24-86df-a43bc92f8305,4941.770,2024-01-30
b609e36f-3dd4-4c34-b17a-7bcd8fa3955c,4178.310,2024-04-06
e3ac0b2e-01c8-4d07-a323-d9bffc95fb26,3074.300,2024-03-09
16abd633-88a7-4603-a151-26a34a232f99,3463.300,2024-02-23
dd7920d2-1190-4730-bd93-8e9b6f4841ea,3798.770,2024-04-20
84a3f67b-8901-482f-954d-012f112981b7,5583.140,2024-06-27
eec2195c-c907-43c7-8b72-e6c387c5e242,9065.990,2024-04-15
f562fa76-387d-4dbd-9baf-58b6f8ef44d4,3980.590,2024-06-14
02af20ce-6016-4f3e-87ef-f9015088a8e8,9663.680,2024-05-06
cacfd2f4-5352-4c88-aac1-5df53fa2dae2,4588.990,2024-01-03
766c7c6d-41c1-4d1b-a61d-50285ad533ae,2239.990,2024-03-25
218c0618-20c4-4cdf-85ad-a58f7c9298f1,2281.080,2024-06-09
159d1aea-b558-40f6-8f38-cd854f577919,4077.780,2024-05-20
07e51aec-4570-4f41-83af-fe3d633f9d02,8710.060,2024-05-21
5bef7f8d-277f-43da-9cc8-a4003df24554,3630.600,2024-02-02
813cf233-5641-4dca-9dcb-9fc8514c8667,8818.020,2024-01-30
25b906b4-a12e-4397-b357-31c2f0183c45,6507.980,2024-06-29
7844994e-1a5e-42da-839a-6fe6497b5711,2785.030,2024-04-08
d0bc0232-1d7e-473a-9143-3a8639837d18,8871.210,2024-04-20
2af6d971-2b7b-4267-8409-82a18f1a314a,4687.250,2024-06-08
2ac904e3-73c9-40bd-a01c-7fc587290d82,5656.200,2024-05-23
21598a99-476b-4bb3-9f37-e00143f3ac73,3273.560,2024-06-23
ab3858ee-946b-4f0e-8ac7-13330299fb57,4894.930,2024-04-17
2d147cc3-3db9-4feb-983e-17180599958e,5257.400,2024-01-24
a4723181-6edc-4a29-897c-8b47435860df,3169.140,2024-01-17
12db2fad-dacb-4251-9b18-fb172035e21a,9059.310,2024-03-09
e50c3388-1f1f-4ab5-979b-6eb9c4f323e8,1726.330,2024-05-05
75d924de-fe7c-48b2-9258-3c54e228f4e9,5133.350,2024-07-13
1f722012-2e21-4d12-9b46-e5b9ca739181,5952.360,2024-02-18
4bf4e256-b124-46af-85f3-df03a4855d44,6143.010,2024-04-17
d5e92b29-e348-41c5-be4c-c025ae29efaf,4522.460,2024-03-26
b2080011-7502-4941-9874-c1de65e13405,6701.860,2024-07-17
1bfe2c82-78b1-462d-8aa7-5ef8b1a53aed,9693.750,2024-03-27
b60bd1fe-6c18-468b-ae8f-0778abe0be8f,8377.680,2024-01-30
fb0839b0-dd0f-4d50-8d91-baeee6c4b3b1,4431.120,2024-02-02
19905ee7-3e9e-46bb-bd82-90f7727f917e,3575.360,2024-04-18
b6be9553-010c-4320-9610-db297535071b,6278.200,2024-05-18
fe179f44-ad0c-4bd3-a7e9-e8cdcb4a9eb9,5406.290,2024-04-28
add9caf4-1b95-4907-ace1-6980dfbed16a,2364.640,2024-05-05
35c0d5b3-7fe2-4cd7-8fa1-d078e224e1b6,4214.770,2024-06-04
62f07f1d-9471-4601-8fd1-2f25c5d16e31,8309.910,2024-04-14
95a231a3-abe6-4168-a72b-72f5cca9d9d6,1229.760,2024-03-21
fb55a633-b5f9-4626-9487-4c64cede66ef,5294.090,2024-06-10
9cabc773-8b50-4124-a2b9-83e00d022942,5453.770,2024-04-16
89cb9aca-5495-4f2b-90b0-2aecbdec274d,2390.260,2024-01-03
