shift_id,employee_id,shift_name,start_time,end_time
d2779ccd-1916-4310-83a2-f6d4fa030df7,b419e868-0edf-468b-bacc-5676cd65668b,want,03:18:14,07:39:30
d8046049-e01b-4840-a68b-e0b8dd2fb9a9,ffe731ec-c200-4329-ab16-74870995a568,forget,07:47:16,18:42:16
eedb6b10-f467-41ac-a4d1-5572ae0d9ef8,0f7819e5-bd0b-42d4-8076-5666db62b25b,issue,10:24:12,15:51:52
7d21f48d-1021-4623-bbf3-7dc24c7ad48a,bdb1b8b1-739d-4526-aa89-4b84d90ed586,bit,07:44:16,23:55:12
bab09f01-2fa6-41d1-a509-1a44a531d0ca,017eb997-8f28-4108-b5af-8ca3be902209,down,18:29:06,23:20:24
d0ccdd1a-c2d7-4db5-9a4a-bfc60e00303c,0975aea3-6ce4-4275-b9a2-4e15cb94a8f8,medical,14:54:14,19:43:26
47b825b5-f9be-4d40-8138-90ee5fed73e1,fba5d845-19ff-4cfa-b947-b2a5da85eef5,local,18:34:52,21:55:01
0f465be5-3c40-460b-b984-2a2db084f59a,49c656ea-408d-4de4-93b8-9e888aadacf6,peace,01:31:29,10:08:05
50ba6a8e-0383-4e3f-8c33-b7e64b9c9d99,feb5afa3-90f5-4e81-9e5b-eb90599d9f4a,something,04:39:24,09:45:26
a18f580a-2e57-4e22-bb66-d1184c79b2de,8a8b0365-39f6-4020-b9e2-8bd9da39194f,together,11:54:57,23:43:59
790174cf-f68b-468c-bbc9-ff159b5fdc1b,0705694a-b252-4157-8329-9dc4b63cab45,fast,11:27:58,18:42:21
51fa6000-9fd2-4ac1-bf4f-7e9c36c2b69a,bd09a9a0-2b01-4797-98d0-2ee30acbe525,trip,16:23:16,21:36:50
6d527b6c-a457-47a6-9a2c-cdbfd48cbbc2,1436a3aa-2b2e-4a5c-a628-233151a0edbd,method,10:51:22,13:37:36
a5f09231-62e5-4318-8809-08d9ffcacbaa,8d98dbbb-5c9c-4ab5-b7ed-31c6409996dd,attack,18:56:53,22:31:00
586b463c-8523-4097-8da5-41d67dcd023f,6b90ad9f-33ce-4af9-873a-1548477ab333,worker,16:10:26,23:03:12
6712fe70-803b-4029-af60-deb4399b7aed,f0f12cc3-62f9-47a1-ac11-a8b76fddd0b7,decide,15:31:13,22:32:45
c0b91fba-e80a-46b8-8708-74dd88775f5b,11247c5f-597c-4833-b88b-34bff83f7be3,record,10:13:08,16:22:09
0a55318a-f12b-4d8b-8a5d-3875c7a1b115,65a09a0e-7de6-476e-9920-39bdcb0f5f9f,her,15:05:31,20:54:17
17128ff5-2ad3-401d-aa93-03447f30a699,50edc583-f598-47f0-94c4-f4ba6ff6f44c,can,09:16:26,18:05:43
78f2f682-0c4c-4e50-91e4-c31a966ac0a3,f8f608d4-f42a-42ea-ab41-9d9e6236eb4e,spring,15:20:34,21:53:26
30de74e6-0b7a-45eb-838e-6cc3e4f09e8b,4ed84241-de10-4d67-adbb-83cbc4864be6,provide,09:48:17,20:09:23
a3d3ad0a-7481-4f8b-bb24-72c1fd1c7837,8d452862-5c0f-4a0e-a334-500b1e52615e,window,06:35:48,10:01:07
6a556aff-f0e2-4b91-b0bb-95d4859dff7e,62e48135-e37d-4b67-b20b-8aece6b3bb65,around,11:41:05,20:35:58
499024f7-9487-4571-a837-b69d7bd70d4b,adb5ed6f-a859-44fe-ba1f-7c76a79f2209,far,07:46:11,22:54:46
21ebabcd-883a-46fe-b4c9-49682a663db2,3ae56719-edf2-4a35-a22c-7602436c76cb,street,10:58:30,21:30:13
d742e53c-1a0f-4901-b995-140fc7999899,2e2d96b5-2053-45a2-b433-3ef2f2203d62,main,18:18:26,23:22:16
79727cb0-68c6-4255-99c0-e193b3ae7b65,4988c7cc-b456-4e07-a36c-e2c1b083dd4d,car,03:23:32,23:34:31
a23d409d-c208-425e-ac8e-b1e9a37bd2c3,bbfdf7a9-27ce-4a5f-b7b6-5f771d0748a0,smile,20:52:46,23:13:45
d96cb39e-1250-401f-9962-7fee8d704c0a,d597061b-a5c9-490e-9f79-3b05d5156b49,participant,08:20:42,16:17:39
19f982ee-bc67-481c-94f4-f6a42012a8ed,861a902e-28b1-407f-a87d-0a47343fe21c,medical,17:35:53,20:52:07
99691692-9b4f-450d-8f98-2ba8fa47956e,55db8389-6aec-4f60-a903-f87ad04a88c6,pattern,05:15:07,18:12:13
3e7eb9e6-3d67-4bea-ae14-40bbed74d0f8,1af02a5d-1802-4dd3-9e07-d3ffaadc6080,call,09:34:51,16:20:25
e4a81caa-263f-495d-a184-44d83836a1a0,d686d55c-5acf-441a-a24a-0da7e1393e8e,same,13:38:35,19:52:56
79fb5bf8-d9e1-4f94-94eb-e6de7ec8a359,35f2f56f-1273-4447-bdec-460de143ff45,town,16:31:37,23:27:30
e69d7c42-12aa-4d04-a9a8-7fcb5774db1f,d22b2c64-19f0-4795-bb56-46463cf03972,north,01:34:59,11:33:55
2a192276-3415-4b2f-ba2b-d4caab7bbbf7,9737419c-fb7e-4500-a2ac-b46ce84a0ca5,career,16:00:40,22:05:07
bb2743d8-de8f-4075-aa21-94430061d496,695f543d-836b-4459-b6cc-d02d87f429b8,population,08:24:42,18:43:49
4db3b59d-9a6e-430c-b1d2-175c6f3435dc,43b61c66-3c91-4170-934f-710962bf29c7,maintain,10:19:58,14:34:31
613f13ec-e72f-4bad-80a4-c53e75bf9595,6bef8f95-1867-424b-a64e-690b3ac029a8,camera,15:48:05,23:00:27
e8f4d914-9207-44df-9224-e945d037b0fe,64db4344-9ed8-4c26-a0d2-9a41482e6470,professional,06:21:42,20:02:04
e06ceff8-6a41-4ba3-8675-4de80662522e,4f24a0c8-c8f0-4399-bedb-2b5125f6b1ed,grow,18:13:35,22:40:18
e75d8b83-4899-4407-8433-849ccc36e1ce,d4da8ba2-7c5f-4b15-bc05-778592bfb7bd,role,10:47:20,17:55:22
d3fd05d4-2b75-4c38-ab23-0be9eb78c481,d8c062dd-722d-42bc-9645-a86919e710af,item,10:30:55,15:02:55
e81c3bbe-08fe-4b7d-8a3c-7c1520487aa2,65910394-cf8c-4e23-b5c8-387aee5812f5,without,14:39:07,17:18:28
e09f7b62-9433-4ec7-83a2-0f65d2ee0469,277f78b8-4d00-4518-95aa-eebe8963e475,smile,09:49:25,22:55:06
5a66e693-303f-4a63-90aa-533c3009cf03,646c76e0-51a2-4924-9d48-6b5f6feb421a,hour,10:17:52,20:16:44
25b56c5c-9ab4-4236-85aa-adf968a6a57c,99a3e45a-0868-4eed-af25-7645e76014f9,seven,12:38:40,17:47:35
10fc8de2-41ba-4eae-8f2a-cce6a96ab3aa,6bef8f95-1867-424b-a64e-690b3ac029a8,stop,11:34:32,14:09:11
d55f8b79-277b-48c5-b6bf-c06c52b113ff,0d4ac362-4336-4384-a21c-856aec6ff43e,election,01:11:59,17:05:31
4aa9ef27-0087-402d-b2b2-118585c6668b,856d5550-05d5-46bc-a4f4-7a46f62b208f,lawyer,05:32:49,13:16:10
9337111f-3f99-4e58-8b52-e14630210c4a,123b5e60-584d-45ff-ad2b-48b52649f25d,cut,13:01:08,20:13:02
d65f1778-0268-4609-8333-4757209f43b6,c17edb76-7e35-4884-9745-7681025fe3e3,wide,01:59:01,08:12:39
55ef1cf4-a9b5-4f9e-85d3-3de62898be2f,67fdfd75-546a-48a5-8d44-d696a02a9f83,hand,13:16:30,21:01:56
cb68e069-5407-42ca-b5af-a83ad15852b7,674b572e-605c-4038-9454-c298b149b9cd,nation,16:29:40,23:14:42
7837d3d5-ab10-49c0-973c-002a7bb834f0,2b80744c-c648-4c0a-91f2-f7e79e8d6c3e,church,10:32:37,19:06:14
6fd8884b-8f43-4b7a-b004-4593a47ce2b9,47ddb5ce-a673-420c-974a-e6019dcb471a,among,13:11:24,16:34:33
d12485f7-029e-465e-b3b4-8925429cbbae,3c74f747-b3d0-4bd4-b108-d76f442c8076,ago,15:12:32,21:33:10
f5043701-bd7e-4206-884e-eac8bce14482,d62ebdd2-4cc0-46de-8dbc-1e9b891e8290,seem,15:05:39,18:50:41
7928953a-d31a-45e1-9284-f0310abfe53d,bcc867e3-a8c0-4664-ad34-f3d7091091b9,top,17:13:55,23:35:22
d4313238-f5e5-4166-b37b-7b05633331af,7f140aa6-0896-426b-b4ac-e510fff5a80c,officer,01:12:24,18:43:45
d4abc26f-d15a-43f3-ae73-08bf330409ff,7da00d6a-7c55-43ea-8bfb-32dece66e308,lay,04:19:04,18:18:49
c3ed553e-1ef7-4af4-a18d-c908cbc6cb01,75bb20d0-ba8a-4848-aa7b-25a0b53b3575,everyone,03:45:16,18:47:19
b6f2a57e-fa2b-4683-9a30-2b50d6a0d437,cf141d21-c649-406e-a31f-73a6819eddbb,by,14:31:58,18:53:01
8f93e98e-fab1-46ff-afc5-bccc08031d45,0b485651-7cab-43bd-b3ce-77a5db04a4c1,shoulder,14:34:26,19:05:56
a934caec-9860-49fd-9ef7-560637deb44b,cb513b6e-2420-419a-982c-569700fbadce,husband,08:00:33,11:36:21
db7b30f1-5ece-4428-bf88-609b826727b2,4756c88c-52a1-4c0e-b728-357251625b07,push,08:46:57,17:34:41
636bd4a9-b528-4caa-8be7-f39ee84b15dd,86256f8c-8cbe-4b1f-a687-e4c469bd713f,question,16:01:53,20:21:48
b9be6a20-8543-45cd-9ddd-0e800858d09c,d488d268-0b80-4e18-a75c-4bd88d09f7d6,detail,05:10:06,09:19:08
4ff6d26b-b644-4e21-b9cd-c087ac5bed45,7e247f01-140d-4513-8145-29f8109486d6,new,04:34:42,15:08:59
3373efff-07b1-46d1-b0aa-510d16cd5a1b,cf856cf4-b6c9-4f66-a5ed-9d885ad9671c,throw,20:20:21,23:41:19
fc2774d3-e31e-4b7b-a135-ce6dd87b6684,d8c062dd-722d-42bc-9645-a86919e710af,fact,01:54:51,16:49:52
75bc3ea1-d689-4f25-9224-13fb1a18a2b9,fe5413b4-de9b-420c-a4e6-ec58c1ee4e44,another,04:21:50,10:38:04
54062830-29bb-4b97-8421-e27c0cdb8525,89ffa43d-c339-4f8e-afbf-909bccdafbe3,partner,03:49:04,17:18:44
5a48e342-5b5a-4bd9-8aa6-df4511d845f9,c09ec3ca-cc9a-4f64-9aca-914bed9f672d,vote,20:01:32,23:47:40
58c0bda1-0242-4a93-9fc0-b0681d95647e,5a03c022-7e36-4e02-a990-722985932282,service,11:09:45,14:30:42
a0f637c7-e9e5-4268-afc8-539e351090a9,eb305707-9413-479d-8302-ab509a25c2a3,seat,00:42:58,10:57:33
8b062215-ed9d-422d-82ae-c1f080c0c418,dca53243-ff4f-49b6-bbd5-ea2c7c689822,statement,08:13:37,17:36:02
b1363923-541c-4061-917a-40dc611987e3,634e791e-e884-407c-ae98-5ce924b15ace,issue,20:50:35,23:34:21
73758262-8483-4be0-8f1a-7e98b4bdb52b,51f7d5e3-b5d0-46d0-9f95-baa8fbd8e6c7,again,12:55:46,21:07:49
57d209d1-8961-44d0-b91e-01b4630455b6,5233156b-9b2d-4165-b83c-d73d40cf7118,share,20:29:04,23:20:46
efd704c2-54b1-4a85-b875-f75a6b052e93,2ba144fb-b5d1-4b54-b88a-d94e747060c8,whatever,20:42:07,23:18:31
c39cefe9-7375-4f5c-bc48-d4ca7848bdcd,65b33927-1f59-41b1-81c0-c066b0235b6c,official,03:49:23,21:03:28
9ca4ac00-13dd-4bdd-8cf1-03338a48614f,7a9b94e3-b477-4938-9f9f-6e87219e55f8,expert,06:43:21,09:36:57
44ecda79-43aa-4f67-893c-03d9f26941eb,b2738d11-e750-4e12-b5c2-53c72042cef8,stop,12:59:04,15:28:15
81ed9178-4e8b-44d9-9971-cd91f9d52563,545dbfb3-f243-427e-96c3-80e91528fbfb,senior,06:06:43,09:50:51
06ac9bd1-8014-4a4b-9600-f3c809fcbc83,c55efd8e-18ba-4f79-a5c3-2154f3fc5b74,way,01:03:52,12:07:41
a8f9d6ae-e75e-4986-8788-2c1743ec12e3,8de36d52-a23b-431e-9e4c-8b4cc852111c,over,00:12:45,11:06:11
4e045d32-17c7-414e-a798-2d29334fc65f,a8f751e0-e9de-4606-b957-ecbe1703c358,south,20:10:58,23:52:51
087f91a6-bb99-4715-bc4d-bcd6974df089,e248d78d-bd84-4d5d-93c6-baae496c1934,region,04:45:41,20:44:00
e4e7878e-8126-4567-af15-2c6736eeb2c7,b297471c-7811-4d10-b033-9e29472d6ba9,cause,04:26:06,21:52:17
74dbf91c-f2ba-4eec-bb57-d4242716c825,6406826f-3b85-42c7-b622-03fc524809c4,tonight,19:18:06,22:14:14
40660de9-c6bd-4f2c-b43d-be63c0561919,eeb54f43-5a7d-448e-83cb-ae95662355ad,stay,18:59:17,23:31:36
a30fec94-1616-461f-83c6-6dcca3a8efd5,d36918ef-a1a2-4b24-9283-510139ebeb4e,remember,19:03:44,23:00:45
7a467775-6885-4da1-b49e-e061df8835e1,292f7367-6cfa-49a2-928a-70621de8c89c,ago,18:31:24,22:38:03
929f8cb0-300f-4424-9eb2-4876d80190e1,ba1e87f0-4d50-4450-b792-46f3dce92e68,action,07:03:19,14:05:34
685e256d-ae6d-4418-a1ef-e8df734f8bca,3412860d-e6c8-4818-aaa3-35b2424f9ece,late,10:00:11,14:41:59
0a04b517-4d1f-4ed3-909f-b9bb4c1bc24c,ca81925f-b6b7-451f-a740-9943b52fd232,turn,20:45:17,23:49:59
fa2acc1a-fcfd-4c2a-a01c-f7170a67cd3f,87e435cb-087e-4c1c-bc64-27144f0e1729,lot,08:53:47,13:19:38
f64d612f-c2f3-49e2-8579-1ca29bc2bb1a,4988c7cc-b456-4e07-a36c-e2c1b083dd4d,really,00:34:02,20:31:58
640d6d60-48a1-4337-a412-8f15f1e55977,b25cfd32-2756-4547-ac45-1fa9fa6af229,draw,19:27:06,22:37:19
982d6733-03bc-4417-8614-a6ce6df65b5e,b57769e7-b264-4a4f-b480-65a4d93e0601,voice,05:32:23,18:27:21
accbeb47-2d37-4b36-97c4-431b491b452b,90b73ce9-cd1b-4434-8be0-d7dd359385c8,weight,20:44:08,23:24:13
1a4be27e-4347-453d-88bd-2b1de39ec73c,d28a494c-f19b-4410-a58b-b71c73629446,someone,13:05:22,19:00:22
0cd2bd2e-cb3f-4a9f-98f4-bcd61d4d3edf,6f570690-6dba-41b7-b681-34d0b4827dc7,manager,16:16:34,21:59:19
2ac4f1f4-07b2-4674-ae71-aa3d5aaff552,f9ac97eb-c8f8-4cf1-acc1-00eb6831853e,lawyer,19:40:58,22:40:25
6b08378b-5e52-4f1f-9876-90b6c7a15097,51f7d5e3-b5d0-46d0-9f95-baa8fbd8e6c7,study,05:02:32,19:40:16
4dd7b761-8f33-4fc9-8afb-ca32432e04b4,da53bbd5-2e67-4b75-9cb9-d569a48088cb,exactly,14:23:24,22:04:25
ecba602b-59d5-421b-b2a1-0f884ad0bc33,6d62a4f5-5eb2-4cb8-8977-9d94034cb3a2,federal,06:41:54,23:28:32
7a8a005e-53fc-4b78-aa4d-cf0b1d959218,2a959bb4-2525-444f-8519-a08fd4b4f529,day,16:41:13,19:02:45
785b07fe-3fc4-43a6-8c45-30f1d1e9d644,04572cfc-cc8b-44bf-b1aa-2fcdee6ece7f,ready,07:54:42,19:58:25
b9631ea2-3c5c-4005-9616-e79cafea8de2,b25cfd32-2756-4547-ac45-1fa9fa6af229,officer,17:54:03,22:05:34
755155ce-8359-4b79-9066-6df4f8b297b7,6ad01adb-5081-4751-97d7-cff9284987d3,sure,07:52:46,20:43:11
a4841927-14d5-40ff-8283-ca2d980dc8e6,3f00144f-4474-49c4-8757-ce94983b4dc6,operation,16:35:37,22:42:08
029c5591-49d4-4387-88d5-605d78aad1f8,942d42e4-9161-4c27-beaf-27c00a12f8b2,word,04:05:45,21:41:53
92fe9547-3594-4a91-95be-be603b04601b,e512dee0-d689-4979-b020-820ec8695666,front,15:43:54,19:34:32
0f6d25da-6df0-490a-9fc9-bc00003ccda5,0b5c6ae2-c74b-4bac-bd7b-8aa574dd2b46,they,01:06:54,19:54:10
e5d8416e-5963-4971-ac94-d413f07e8c0d,d82e1cea-0cda-4401-bc88-f5d75a015427,worker,03:52:08,11:50:29
dcb34b90-d27d-4a2b-b599-f197fadd22ce,fcb401d4-b565-4656-a5ad-081aa348636c,the,17:48:29,21:17:23
b9a9ab13-7be3-4531-81d6-c3a05c753420,de2903c8-0f06-4a4e-bf04-12823fb43dbc,book,00:18:11,19:21:07
e8320425-1265-4ce6-8364-812dd5e13a4a,f49e40e6-8399-4e8f-9bbb-a9fd1ac29a29,fight,20:34:20,23:09:53
824f412d-a1d4-4895-b614-598b1ee7b0c9,fd7c32a5-90f6-415b-bb4b-dfdbbe1c7fb2,place,03:59:43,12:40:37
01f90186-270e-4352-89a3-8dddf8e1b913,8d98dbbb-5c9c-4ab5-b7ed-31c6409996dd,situation,13:00:20,17:14:04
a678a382-03c8-4835-8b0f-efa845097247,b031b93f-a8c8-4ffc-b5b0-deb7d5c26994,money,08:16:10,20:21:28
111d53fa-95d0-4c94-a759-ce2954c18e52,c40c52ba-008e-4d82-a7af-686ac9e2d9fe,watch,06:19:42,12:44:40
e9de2be4-4efa-426f-bf46-f6869169de4c,842dc2bb-faea-4eb9-9752-08f38f32b815,any,14:52:19,18:31:11
5fcf7844-7faa-4cd0-b065-0d73e7da6a33,80d90ea1-605d-4efc-a29a-7ba4a7f90201,miss,11:46:28,14:40:38
55b71c1a-d6c5-4c46-8a7c-ff54946d851b,184e4617-cd94-4c91-ba60-9a2ace23dd64,into,17:23:49,21:34:38
b0d87794-eb00-4f98-bfc0-b60f4335c27b,a1e5431f-b8f8-4b21-99be-715322d9466e,say,13:24:15,21:30:49
8382bd75-8f1a-40c3-b092-d84946da23e8,4112b635-fb43-4e15-bf2f-a5d28b2966e7,mission,20:58:35,23:30:01
02ea5827-eb14-44e6-99b9-147650f9b6c4,0cc94ae4-d618-4e18-9b69-0b17142b6b1f,note,11:49:57,20:36:52
7c873f30-57ce-47c5-b7e0-0562199e0425,0626eb55-a722-437d-909e-a85318bdb7cf,positive,10:36:44,18:39:20
7da6540c-7d2d-4bc6-9511-d03393a72347,58f651f2-290a-4358-ae96-392a39d81e54,federal,02:43:42,12:28:49
96c77efe-063d-4046-8875-c4708a14d76f,5954e455-be41-4422-841a-1d768514bfeb,light,18:48:21,23:37:15
db7d067d-c712-4dcd-ae24-1365115d4864,1ee34fc0-dc77-483b-98e8-1d5b5bb37102,stand,19:07:34,23:24:40
e1037414-2ffa-4295-abe9-0997afc34cc2,c5583628-4ea0-479b-9c48-89d3fb453838,money,14:44:07,17:59:31
bfb8bdf6-76e5-4cab-a7a2-176e8fa83be9,a5175811-a073-4731-80e5-d58ded9a5daa,direction,19:35:43,23:15:31
e6f368b7-66b5-43c2-a7d3-7905c132a19b,0e9fe197-2bb6-440d-9798-3a6e92492f23,prepare,00:15:44,17:39:29
0a8eb73b-fb96-4515-81ba-e2423f8d4e43,5eca856e-911c-4f17-b86e-78316ca50d6d,pay,10:36:30,13:02:05
4179a681-3bda-4937-ba5c-9d7dfaeba9ba,44a8d11c-1842-4acc-93d2-cfd6355583d7,stuff,05:44:04,19:33:58
820af8db-2ebe-4878-9779-639cb47824f6,27a2184c-2542-40b2-9734-ea1700e60217,peace,01:13:11,16:13:27
f17dfc08-0d52-4a27-8592-cdd02bb92111,53e81f94-5c35-4747-83cf-66da6b28ef7b,high,16:14:06,20:54:23
37790487-1d67-45ce-b425-34d007201615,ec9b63cf-7847-4c6d-b87b-8eafcec63b9d,by,18:31:26,22:24:56
bd2772b0-7ff2-4477-8acf-39c5628c8e90,58f651f2-290a-4358-ae96-392a39d81e54,bring,09:45:04,18:05:41
a1af4a09-4098-43b7-873c-a9963c62aeac,a24e9d75-3dfd-4fd7-ac53-8398c64c6429,form,09:05:16,12:27:09
d5ec95e3-7538-4fb5-a9d2-9e7ce6b5d302,657c36ef-b291-4005-ba33-d2d2b14a3d8d,around,16:42:01,22:38:23
b583b899-6fac-4f4e-9cc2-fb403a677bac,842a1a25-27e5-4199-b5f3-4aa6e3f4fe1f,decade,03:36:24,15:57:50
46700b23-37db-4507-9876-a545ec1f4947,256aafdb-8551-47b9-9223-9cbbfc8aed80,most,12:00:37,18:23:19
baf60637-25ae-4808-97d9-8d90f0c318ad,4ee268ea-c0cb-4a0b-96a5-69a0867a81f8,measure,01:23:21,08:45:48
40707a85-5e76-4c03-8dee-2358c77a1c4d,adc44e48-0a32-4c00-b66f-9e9a0d968e11,majority,07:13:13,13:53:08
120befd7-ed50-4508-9774-cada961a5694,d57744e8-d713-419b-8a25-4adee3218c5c,modern,20:50:35,23:56:56
3ffaa7af-7d18-48aa-b299-918b6e06793d,7dac38ed-5a76-4ca8-aa06-55535714d0f5,keep,17:14:13,23:53:22
5d361558-c109-4fae-a8a2-c5ccaa25d1f7,92a60dcb-b5af-48aa-9c8b-094d620f0fb3,over,11:04:53,19:23:49
7908cc13-c4af-4366-b325-4702615cdfe9,372dbb90-c688-4699-b4b7-66c9be22072e,mouth,17:09:42,22:32:17
50dcbf31-a4db-4bf1-ac8d-b7ac3b4e22d4,726f7f7f-8c27-4941-83b9-383648d341a4,decide,12:01:35,21:52:46
9153afba-b18a-4e77-8fee-3503c89b24a5,f46ff500-7de8-4e00-9b8e-1e77a78a0eb6,public,17:01:09,23:26:32
a174ffe4-6413-47c0-a2ca-103e07338c36,94c48ee2-258f-4190-9fd9-48d1523bbd4e,over,20:28:09,23:43:00
e3bf8cd2-b39a-44f0-a671-8d6db0be0a78,0f8a5f6f-ebf2-4cdd-a13a-3bebc668ab1b,order,08:53:49,22:06:36
b96927bd-2b6f-47af-9282-b33f5810048b,a490fd11-3458-4b7e-a61c-e0ca46672df2,pull,15:46:13,21:10:56
3f746e93-8699-414c-b27f-33ac3131cfef,0ec866a7-6757-40b6-a3c3-a06f1db60482,town,04:49:27,13:49:59
a9a3f62d-fbc5-47bb-9678-4ed78eb9a323,77e02b8c-2961-47e9-89be-fe514f81cab2,support,13:57:58,20:08:28
4af9d52b-e97a-4d0b-a6c7-a06ea25c8ace,fdd9b01a-526e-45e8-a2f4-9e2df740ec1c,test,19:59:30,22:55:25
94c9d85e-2d16-4874-8d11-16a654ccea60,6e53c09b-e003-45c5-9ab4-b0428bd92b2a,turn,04:10:25,21:46:58
eaa14f91-1c45-46d1-953f-29c128ad5bda,cf89ef08-988d-464f-831d-c70aad9b2636,raise,19:25:26,23:00:56
6d85ca8f-db11-4986-983d-1812bab4c4e4,397ec835-ed95-4cee-a1a9-524660b09e13,upon,06:44:59,22:16:21
030ce21f-705c-435e-a866-7573ae9b56a3,7cba361a-264a-4717-a9bf-d36cd60023aa,direction,05:08:13,11:05:41
c7a700d0-09fe-475b-8084-6077f4880025,8eaf4610-9932-49b2-8a3b-cd9a61b5f23b,expert,17:19:01,22:05:30
4c9b69ce-68ad-4b4e-b93c-f62738f7272f,305ce324-3ee0-455b-a596-21dc04ade28c,skin,18:12:30,22:07:44
ab3bbe5d-c1c6-4d63-a5dc-49c93e3e79b2,b62d4ba0-98ce-473c-a6c2-a2f8f5749cb9,wrong,03:29:18,15:01:09
141bca89-2293-4acf-bb6f-1e44a751625f,39dc934b-3926-4017-873a-8652c0985f54,physical,02:53:54,16:15:20
8a71e81f-e2b1-4a58-8f79-98b0a38b4bb0,7fd6e33c-28f4-4523-8115-c146e2f874fe,buy,19:43:25,22:55:23
290452ed-8b49-4596-9804-cad1b73eb95c,84c699c0-8752-45fb-99fb-2f0d74dc75ab,them,20:27:51,23:20:56
b3617ec0-6a60-443a-8168-207d94634522,50c65152-15f6-483b-849b-f66e2bef9748,great,15:06:49,21:29:40
4ba406c6-24c3-4550-8ba2-0bbcdd9e855e,0545adad-ddf1-44f5-b398-b6004d2b2fd7,individual,16:06:11,21:19:47
432c1f2a-a5dc-469d-9713-ce8d139d6ee7,9447e75a-5ac2-4180-bc62-0634a9661cac,shake,14:42:18,21:49:24
43f8cf4b-5712-4806-a49f-8ddfa670349f,32a5967e-fecc-410b-abad-8721790632b2,difference,12:46:03,20:10:03
dc4dac14-ebe8-42f9-b100-b939c610800a,b824bb0e-5788-43b7-b1bc-dc2bfd3a4e02,picture,08:35:02,12:20:16
0b2faaea-66f7-4759-b135-c810838c1c34,3107c288-ffad-4c4a-a784-063a3e375671,general,07:12:01,12:27:02
2ca6f1a3-7d69-4a75-8dfb-5ffea5fbb71c,53481867-ae3c-4c95-87cc-045fc8536f25,off,07:05:56,12:57:36
ab46e9d3-3e2a-46c3-b156-076cf7ceb945,63060f39-f602-4aba-b5fc-7061072f6929,decide,08:17:26,13:04:02
078b041b-f6fc-4fd0-8830-2820d474f376,4436fcfd-df41-4ae5-b3e0-b4f371e36f7e,sister,16:17:12,21:39:05
c17e140d-d46f-4e46-9931-11f4351363b3,89775c7c-8501-4dee-a929-9384b07dab0f,article,02:39:22,16:33:59
9084a6cb-61c1-42ca-ab7d-af8cfa63d968,5a791625-973b-4611-8b07-df3c6d4422c7,interesting,06:30:49,18:09:56
9feb8f39-e509-4fd4-b56d-283492760f8b,497f6a0c-6ac7-4ba9-8a80-dc65b1490f66,have,09:20:49,12:35:32
104a59f4-d065-4770-9aac-a6631586ca18,40705d8d-5457-4aad-bb2d-9f639025d3e7,tough,06:53:00,22:25:22
