author_id,book_id
8114878d-80ea-46c2-a2a1-a814bcb8ecbe,a79a71e6-b454-4f30-9687-c94b06473258
a0c0b73a-1973-4553-aea3-13141841b8d5,508e49f6-51d4-49a7-98ff-a8c535a4b75a
eadec15a-d523-44ff-a7ea-236534b30b3d,1eecc8b3-3b4c-4031-bf2a-9184f2c98148
e3268f71-ff83-4191-9910-644192f76180,83fe7a8a-54a3-4a75-ac0a-0c8e5e8e080c
b4e0ffc6-d763-4726-878d-9e7a529d83b2,3dd7e521-4332-4e6f-947e-6f59feb69ad5
e967ab56-f208-4e92-8877-d1cfad094c52,b36c62d3-12b9-48db-aca6-4592ab486292
2f376d37-222a-4c84-af70-f2297919524f,a67e46f2-06c5-491b-b14c-4f7ac163bc2f
3a9aee6c-cfa1-4fb0-ad0a-42c9f62c64df,3983628e-7a62-46d9-9a16-fac46d0ec1b7
82ee7fb8-377c-49a0-95f5-837325fa72ba,b917f6e5-8426-4440-8bcd-01ae7a991375
6f431b61-3a26-4b97-a289-0db1463b6fe2,26bcbbda-c150-4b99-bef7-2fed0770d938
55beb620-d9b0-438d-9cd8-3d1a39db337a,b859e990-33ac-4992-aa14-53cea7c28e71
0af0db0d-da12-44f5-85cf-c7d4f45f80e2,5f03c28f-e600-4225-92b6-45f5ff702d07
0d9b6751-8908-4bab-8c7e-520fba8548fc,2f545763-7f4c-4f35-a13a-5206927f0a79
99e1f865-7461-484f-bce3-09fe8c793040,8f62578a-c0fb-4699-ad49-b1101a0a58f5
a7b23e80-ef99-40e9-b5f4-af30596122bb,d9cfefe6-f6f1-473c-9ad3-e1f9777c418d
6accfb7a-b9ca-4494-88cb-00a0eec251e3,730a72dd-7677-4696-a191-41f0b62aa5aa
841dd572-12ec-4842-a696-b675179603b0,878ed1d6-f963-466f-be56-d6c7d004b08d
c7e2d05f-bf95-47cb-8124-d539cd63fa3f,a69567c0-c5e8-49b3-9481-05274392ffb0
154e6e8f-9754-4dff-81b8-c8a395258498,0abf3e42-e861-47fd-b209-ce9fae19e0d5
5f3a151f-afc9-42f4-bbf7-0787456b6eca,d1978e0b-b501-4747-986b-37258838edaa
ca1721fd-6287-49d3-a284-1c6bfda99d30,0e5b3359-b7b0-473e-8781-4b01907ae5cd
9c26a372-c9d6-42ff-8df5-7c5584f9b650,d9191abe-9a9a-49b0-a2c6-535a7615a8f8
3e10cd84-98c1-4aac-a0c7-89de071fbb6c,464da9ed-9ae3-4f14-be3c-ab46d6842779
b129070e-9808-48a5-af29-5e3b5ec90e55,efc3219b-8d49-43c6-8d8d-51928216ab26
98accafd-0019-4f63-a1de-a0ac611f57da,fb4c1043-7142-4185-9622-5afcb168e91d
288846ab-08ed-4b0c-a35f-6f77295e2623,96decc26-6cd8-42a3-87ae-6328a9f416f6
bfbfc509-c05d-45f3-a5a9-5677ed9c9a5a,a1d68cc5-9ffd-4bc1-9a39-54f423534ab0
39332e23-2b06-42fc-a4b7-c6c7d821e63e,0c436155-bd8d-47c5-ab2f-c3089a8b527b
1cc24dff-f811-459c-bcdd-e9f715a4cbac,6f8bbc6b-33cb-4d13-8d9d-f2f481144df7
2a8e54e8-c701-451c-a45c-96e2b2c5ca90,eeab8d9d-f8c1-4692-b659-d0d7fb90ac36
0984afc1-9fb4-4561-9628-50418a2c8651,e607a311-d7ab-405f-b39b-0d237604aa60
13cfcfc9-3381-4418-a5bb-bec5ebdb8a5e,bab5a07d-718d-4e31-b892-c37da9b08113
80a6181c-1d3a-4999-8607-9160265b2c0a,fc2f7f5d-a935-47f2-88f1-ff05d6b1efc0
e9885d1b-8410-4a23-a750-ce10fdd24bd0,c8777246-eca3-4d16-9b4f-18878516afc9
efe92635-d2b8-4b79-8510-97fa1f0e58a1,352136b7-113a-479d-9c97-9d1c32462ad3
47eedc08-4873-474c-a6c9-59978d652089,b161a7a0-8f31-4f71-a8fc-7f8e15a85d11
0c7db29f-4a05-4674-882f-3af5d153eeb9,5c98bd1a-84f1-4991-a455-c2c48e98da0f
4affb24f-3e3f-4f65-b219-bc1da5cfffc4,ae76fbba-2397-4f99-ba2f-74300e33df5f
b2b9ed6e-aa5f-48b6-a809-0eee1d6dfb19,c33b7783-784f-4ad2-921b-3bf01068eebe
80215c7c-5f6c-4962-9f90-04f43ef9b555,69df016d-9cf0-4b62-8400-b68a19c6cca3
b5b40c57-505d-4e82-9b28-8600efd85dd6,545a9ce3-1711-4afd-857a-aff45e604a15
71b5c7ea-3ac6-4594-94cd-ffd46f19532a,a15da7be-3730-4c69-ac99-4b22e17c8ae8
6e653605-6fe1-43ce-977f-3b83eaa7c1ae,9eda9327-c62c-4e24-9408-6272449842da
c93697cd-d514-4917-ad38-485ba3c33cc5,cb56d81f-61ef-45a6-81db-ec2d4ff31e72
1f780aeb-8409-405d-a9fd-9386d71fcdbb,7606b063-08c6-4100-ac88-c76adc45c1d3
bdbd45f1-4a7c-4644-81cf-9f09d271cccf,1300033c-8745-4165-8bc3-066048db4c61
26839b9f-4133-421b-bb9c-cf2f6e469c78,335bf578-d8c6-4110-8957-4170e595b1f6
609406c8-d99f-40c8-a3b1-667d64dfb53f,fa3d6a04-ec82-4585-b7b7-04647632e29e
cf52704e-1b46-4328-8256-0ec2e8a2508f,e988a21d-50e9-4fe4-a11c-d9520adef90a
b53697a9-b459-4d4b-938d-e1673f20c628,3d04cddc-2ae2-4164-92b4-b059485575cd
d945c16e-9dbd-4946-ae99-1effd8cce5b7,6544ec22-7d09-44f1-83ce-513534b3d2ba
f6535ef2-2c09-4934-a9ab-8e0977810e72,4e12361e-6a75-4fc1-91f7-9efeb51a57e6
f2f2b4d5-75e8-4518-8fcc-8613f9d52209,8f31ac53-7563-4fbe-bed3-967aeb562278
ef66931e-a9ef-437c-ab0d-66dabae441e9,3013a5d5-78db-44f0-bd1a-3c75255416ea
ccb96ef8-35d3-43f5-bddc-bbeb6fc701e5,12ce669f-21f8-4e5b-a49e-5befc15abc8d
9ad88d26-fc39-4da1-9220-a7cfad8fd933,a0c6799e-371e-490e-8c2c-32d37b6ad400
78717518-785a-4db9-a49f-aeec2850b70c,68990e91-c355-4fc0-9dfa-eae6718c93ae
fe6c1461-9b59-47be-8376-98eb5d0d3e7c,bbba1114-6ae9-48f5-9407-b018af30fed8
4e6f90f3-cf1d-47cc-ab00-d97bbf3d06a3,ec2957b5-5cef-4f2f-8b40-74f899f7b2c9
3626f32c-2206-4cc8-a4e7-ac6fd759b4e9,dae59f11-4eb0-4990-a30d-e2ebeb072dd0
5edf8d90-e4cd-4068-8d87-800be717408d,932ec61e-bdd1-4244-b342-ab0877eef066
235d7858-65df-42c0-8725-68a45c3d5efa,615bebd1-5de2-457b-9e15-55db576583e7
1cf312fe-443a-4b44-bd1e-44713bfd148e,441922b6-437b-4012-a943-030611bc863b
462400cf-127b-4172-b728-1226f797a861,07125915-fb73-4b0e-99c0-16a69d485f96
c6a8a365-c089-44b6-87de-2ff628b14a0a,96ad066d-85d0-4f57-be25-60801c8e8e30
28c3a1b3-4293-4da5-b894-0200ec3ca430,f78cb6bc-6a5f-4daa-bdc9-e46920b91a18
048062e3-52e3-49e4-9a77-fc9cb3525726,4f8b5b86-326f-4334-9704-a495cc4e995c
8fbb3fbb-ac39-4eb7-b317-481d38379b4b,efadacff-ced3-42cf-8484-fcdfd4b30ceb
4dec1dbf-6996-4c9e-993e-9df917e065c2,3899543f-5cc7-4124-a450-5dc1abbdfa5a
140fdcab-df71-4c9d-911b-0e6f27ed0971,b90f640c-a56d-4ed9-8b37-9702b13fb728
6efb5d97-5521-4906-8c4f-5a20c74b2f8e,3ae7e66b-254e-4ef1-95a2-8a45138dc38a
75da2814-33a5-4fc4-a745-2e1268b3cb7d,d1aee7d5-19ca-41a9-bc4a-1662ec4f86c0
c7b8bb7b-dcbd-42d0-b67f-408799780ccb,357bf917-cd70-4c4e-bb6b-a4506aa6b8b3
35bdf2c8-10e8-43a2-a956-1d9ccaa7a356,d2c07588-2736-47e6-87ae-203979166d33
ac088963-4902-464b-ba54-b2b9ad3f2212,045f4b64-7246-478c-85a5-f2adf292cf97
274189fe-affa-49e6-99ab-3bc9e43fb992,49ff5dae-1b7c-444a-8c09-41af711265d5
f4e5bb90-31d3-49b1-81df-b22bb653f03f,9bbbe12e-fd8d-4a15-a01e-c8d130e9afd1
3b67c74e-6a01-475e-862a-d4ccb7903309,f636dd71-f2ba-453e-942b-482d21bc50c7
df2a1340-cd55-4971-ac90-09f757272690,a77682ee-a972-4be2-a9e9-f9d84e472715
3b39ec46-f95a-45a2-b9c4-146d15a3d1d4,1eecc8b3-3b4c-4031-bf2a-9184f2c98148
27810d4a-9712-4a06-b5ad-a5b456f1acc7,c7b2c5a7-2ed1-4167-93ab-a35928d4881a
5f99d067-df13-4068-858f-c8ac05c67b8b,e11cb275-fed1-4db4-abe5-eacd98670d5c
3a6c322d-dd24-4eba-87eb-040d72fe5852,e1eb5629-682b-4c79-a640-c764205c5316
2eb2a0dc-d724-42f7-b923-aa8edeb0483f,0756ed6c-12b6-4e0c-82c7-97b1071c7377
a9c30bc6-c822-4680-ae43-022428846833,23340ac5-e19c-409d-9b5a-d5c40a0f0cee
17ece898-2fbe-45d1-b2bc-8a757bcb9f95,43e43839-fd7c-4d41-8701-31279ff08a93
e508c8fd-d749-4457-82b3-16dc245d7614,09109ca9-797a-4dd2-a8cd-af0d5184da31
e93bc930-ad60-41c5-8a58-015fc8194742,d9e26039-51d0-4a4d-8f5f-06562b367b4c
56c631fb-2056-4173-8da8-3a0f4157b021,88fa57a5-bd70-4d29-8148-5ed6433697dd
75f4267a-2be2-4cdd-ba60-05553ad35ebf,0bb4838f-7e08-48a3-a39a-a5b4d234b3af
c34b1def-9291-452c-b06a-d5ea08cf3f7b,2f22f42f-9f7d-4a17-adbd-dee3902cade2
01f5d5a6-3b16-4803-bad6-1cfd1b722b0f,07a357af-5729-4fb7-a41d-04e264b54f53
3f03dd9c-863a-43ce-80e3-cf8654aeae92,14137d33-3f5b-4ba7-88e4-c249542ae410
dc561e39-1871-4df1-a6be-f0303ed480d7,f0c5d33c-0b67-44e8-b834-f2d6443250c3
be498ecb-3c7e-4eb3-9a80-8e88246c0184,d62a6c5d-0114-4e6b-a1bd-55136c5e23d2
e19176d5-dd6e-4b86-813d-67017425410e,99381fcf-f3c1-4363-95af-96ed993e02e8
4ee46e37-9631-4c05-9b76-4f5391515630,36bcd2ea-d3dd-44c2-9936-cb4194501012
803f73d7-5bd6-48a8-980d-fd21804e20c9,eef38599-e120-4c8a-a6fb-ef5463d4ee76
f98e915b-4ed0-4fe1-b427-463d85079e8f,fe10f424-4ba2-43a5-8205-6df9a2a76f3b
9dcd3a23-1812-417f-9c74-56011af5427b,f5c3b57f-37e2-4357-a966-a5bc57546bd4
fdfdb642-19c3-4bd8-a927-83018fbefc25,1f1691e3-6ae6-44ef-932a-f6dda8374e87
72c1b810-5bab-4c78-86d9-f520ff74a9be,7183eb82-e4b0-4f12-ad98-077824bd96dd
597b57ab-af7b-4001-8f83-10eb414c598e,10f5537d-501e-4721-bcf0-64f78c75259f
271ffb2c-1a45-47ee-ad1d-eb944cf2aec2,b66b8051-d5bc-478e-b170-dd0b60220a6c
688dc30b-fda2-4043-8aab-1175513b57c8,d7b80c28-df85-41a5-9084-1777b6ebc47f
30efcbf7-b320-4892-aa06-190a7acc6ac6,3844d4a2-8e94-4c09-b5a9-370c2d6d6aed
2331b0d6-855f-4c6e-ad44-773640d67f5b,f5700be2-555c-4dce-8c0b-c86bc3c6dbac
60f8ccc2-eb44-41ab-872c-28dc809f7a26,450e92a6-2adf-4c68-9682-ad8c5d6ca593
17d225bb-3f56-4c5d-9f9a-855c35331a19,ebce73fb-2934-4ec3-a23f-a40ff5028269
e271cce1-1619-4d4e-bdbd-a73018ac7455,a0f1e0f1-761c-4f21-8eed-6e9e8de5b751
1e293ff1-d559-493d-99ab-4bfec79042f0,4263828d-0f59-4753-a908-10602f32f396
88c20ed1-c9d1-42ef-8aa8-f8aa210cf446,187de1ea-b6ff-46f8-b720-118bdd738463
103ecf35-2ed7-42d9-b24b-0cfb9f01ab5b,7952bdb5-724f-4a02-8dd4-a9a9f4866950
6305beee-e30c-4548-9597-01544e2e0747,f930b7bb-bf1c-475c-a7e7-124a3cf0ed57
ececa7bf-8f59-4086-98e7-7a89233d4a2e,d5c2baba-dba1-4dec-a082-133a799fb9be
f1ae1de9-5515-4555-9bac-978dc3d5b87a,1beb9270-4ecb-4633-903e-b5f550f66914
40b56033-5b94-4351-b64f-90741e88d1fb,2885d504-30e9-4a5a-9653-a4c4ba9846ff
8a87f47c-6952-44b4-a671-d8d7ab239320,e1987102-45dd-4e98-8e1f-0ca2a18ddc94
df871a73-d2fb-4b4a-bf56-ce55cb042048,f5b235e8-829a-4226-b078-2414ec1ae339
207f10db-3ef8-4611-a8a7-42d618be64cc,b0899028-6baf-43c0-a65f-92195d2397e4
704ab0c3-3853-4b44-8ca2-8c9332094e48,6a6736e3-7b24-42f1-addd-ce98677d18c7
a44d83d6-dc82-4f53-99f9-bdf4ce6a9abd,12be51de-bf18-4c09-b4f2-fd842ff83ec9
48a1c83b-8b1a-4dec-a60b-8fa9b7dedd50,013df8f4-21a6-4f91-a921-b09c5214f3cd
8f194635-356f-4cfe-956b-b586dc7789d4,069261fd-b634-4cac-8a67-6995aae8d0af
04cf53b2-7ef0-4aa0-a13d-97f3e74ebe04,2fbd1c45-9b9a-4599-9d21-e525107cff8d
5d0f62b9-640b-4143-8cac-0f6ffd9948e4,338e1938-7777-4492-bc82-3442ab5a6ac6
bec4f8db-748b-471b-bdca-3ec745bb4f4a,30892fbf-c6fe-4883-90a1-0bb7607763a3
4a7efae4-22fb-428b-abb1-575c3ce9b5f7,5aa1ea4d-98e8-4a5a-b893-a53d362ef640
909061d5-e214-48ff-a86f-2c086845e15a,c373eb65-6f7a-4c09-812b-f48e625d2f39
6bd5edd6-1b8b-4bb7-835c-f7fdbedb6f0f,0ba8618c-7c73-49a7-b14a-e8b65f7b8d8d
8eb4b242-f8d4-4897-bcc8-08e20a1256df,8cfd6fe9-fc02-4de4-a8d8-ed6aac432271
b9c93901-585f-4475-a1b2-043daef560fd,2f8ee434-32c2-41e8-876d-69a2188bb03e
beac78df-2263-49bb-b453-69812e892767,6a0d54e5-f0b6-4229-bb50-431f426330a9
dbdf6374-e3e2-4101-bdf2-8b2b2d4c5a9f,8cbdfcf3-f086-40f4-b4b7-6ffc560417bd
4f3a8db8-fd37-4763-bf20-a9407f902c91,13da34cd-3c7a-4d2e-a479-2da5957cb944
9a0b4ef6-dce2-43fa-b9e5-c892b60fec50,a5604ae1-1220-4cc0-a719-87ebadeacf65
b7d25bf2-a76e-47f6-a6a1-8b95a8886786,11478bcd-6d6f-4ed0-bdd0-8ccb8f6111db
be4d6e4c-5cc6-42a9-bcaa-26ad8e5ff780,88d9ceca-a7dc-45d1-8912-6b57d7a09350
6f71e9ee-4507-4b88-94f7-dbc42dbcc3fa,da56d280-6cf3-4d6d-bf2f-df0829b8ee4f
29400f58-9066-4253-9d69-abc42e86dcd8,19f1685b-71fb-4de1-a817-191053b253ca
805db558-0b35-423c-bec8-c40250c91421,db89917a-a20c-4846-ac59-6ee948c08995
a08764f4-c450-4ae2-8b1a-bbffd3c92799,3651f450-86f3-408e-b273-7f862f9d84bf
417ebb76-e112-4ccf-88c0-2cfe9d073bf8,7d033662-3cd3-4727-bd98-bde13d1ef736
16016ed4-4110-4de4-8c18-4fa89caa435f,43370cc5-0539-4341-8027-47fcc9507301
7d9d28e1-6895-4705-8b5f-c7f3136e7b61,ddc3da34-1a03-4ee3-b9db-33af9a4841ec
a72b563e-b50a-4332-8abe-44d90c139b59,519b4cf8-346e-45cc-b13a-af3a867e56d0
2d73b9ae-f120-41c1-bd0b-9dc7f6662241,98be3760-1e64-4172-9883-e48e17f13af5
f8d47422-6da1-40ac-80df-9c8c2233a951,269d32d4-40d4-4004-b632-cfcd51cfd78f
8658e020-d37c-4ddb-b07c-47919a2c2ecb,334ad787-9339-410b-91f8-b1d5bcd579f7
8f1125b4-d267-43bc-9a76-417cacce3e96,68c97310-26a8-4ec4-8d63-7f5c5f6492fd
2cb0df51-93c3-4f7a-b692-390e8f1a6300,ae18a549-0eb9-4fe9-9df7-e05624fba2bb
d4653342-0b28-4aa2-97fa-36a99b025a6a,738cfc6d-943b-4395-bf8f-4288d4b28e35
59e62639-f24a-4609-a7a3-935476fc4e95,2d19c4f8-8eef-4ea2-9f70-44aaa3b3fe03
8adb874e-4948-442d-8755-856c1b612f63,53a4de61-f5bd-41df-9879-01ea31886f37
b13b1609-566e-416f-9416-27f3b442f1b3,421c2faf-fc1e-4c6d-9551-e0b8e6329b5a
1e07341f-bc6a-4fd3-a14d-35e45721b988,40f82079-e648-42ea-8ead-fed330c8d9d0
46a08e0a-2011-4aed-b547-8c34668f9ca4,7be16a0e-3b79-4178-8e45-8eb88c239316
6cb132d4-6150-428e-ae61-801b01a1b679,1db134dd-a1e8-4555-8653-dc7f31eee942
a7d403b9-d699-485c-8eb0-8258b03a09e4,edcb80aa-a95e-48f7-bbf9-ac9835d427a7
f9f338e7-bc49-4455-8ba7-234b72b57c5f,9ea57da9-1791-475a-8caf-4346bf2b5859
945ef6fa-a142-466f-a521-3988573ba6a6,3186c2fd-7ede-4aa4-9100-bcb056d235c8
4d310a21-b1db-4317-9f92-7b2424225ee7,34284ff0-26ed-4ec9-9b2d-55d04cdff9ed
e95f98af-3882-4dc1-a64c-e503e631c185,2e0a8fac-d7c4-4788-80ce-029190dc1103
9c656784-acee-4c04-84ea-bb5d0bab0d3f,b2f8adf6-23cb-488b-af5e-daed0bb5e821
55f527df-1e86-4d93-bb6e-bdeea563dac1,2626df0d-6197-41e2-bfcc-ce3f3fd6204e
b534198e-0c6e-4b3d-9674-a24f47845e02,c7e42226-c9dd-4032-839d-bc508602e65f
4c2e58a5-e026-4df4-bb79-5733037b835c,411f0804-a823-4dec-a708-10cd58eeee5f
b9e8e1e2-b76d-40b7-8bf7-e5e362c4198a,024008c1-c51f-4d0f-ab00-cf675396cb7e
15b3369f-6745-4fc1-8898-a2f040c1916e,036c8ed3-6ff2-4caf-a892-6ba2a93164f8
c597e1fa-42b0-42d7-b386-cff8713fa98a,da1c32b9-3d5d-4f89-9a28-2589a9a6863c
e9ccb0dc-7ac7-442f-a753-35eab541327a,a2cb6f65-a53f-4a6f-b6d4-508dd91a2a41
0878cef8-474c-4c38-84ca-83fc041e6ebe,29fa95ff-8886-42c5-8ce1-be640bf48222
c6374024-3212-4dc1-a753-9eb3e05e1e62,b55d940c-df69-4bbe-be87-3e3e0bb41088
326a0665-2bd1-480c-94b6-905f8642090c,9bbcc84b-d2e7-4471-8566-7d32c66bbbdf
b3d1d780-d1bc-4650-8b4d-b7020a69b975,f6591813-6fa9-420f-81a1-9d6668d2eaf1
b03e20eb-a5b7-46ec-ae20-32145f7c073b,905973dd-24a3-4171-8185-859b275e3e03
fd3339e2-8bd9-452c-a0bc-72abb038b35d,35c21ad4-dac8-4f0c-b49e-7fafca9efd70
3f3d2065-c891-4599-a479-b0749191d122,d63e1aec-6a79-4f95-aa72-16ae926da406
5c8c5c8c-6b74-4c62-bb61-9b7c208f9965,f63fbd8f-05b0-4fbf-a873-1ceb57b2404b
deef29bd-8dac-4ba6-836f-6951674a3ef4,61ae2738-d485-401e-bed3-e5c11d9e71b7
be22ba57-62b4-4cc6-9a77-cfcb797cc353,61bfc7de-7872-4f0a-8d6c-94aca3e9bf02
273f475d-0671-46ca-94ac-a66bd013dc1e,fbcf484e-fa2c-4b87-955e-a7ce3066f219
9aa37839-89ee-44bd-8213-52ca453bc362,12d547de-eb2c-4edf-a3b3-d041275f9a62
dce218db-af56-44bb-be09-169826f51380,63e29539-0792-4425-8e2c-1742bd52068f
043d4503-ca9a-4b01-9e26-5d2b85951dad,29645f9a-61af-4f05-b6be-a84c53b5a8a1
b1ecfd76-752a-4cc5-b169-48435dcc791d,7912bbd7-b0e1-477b-8bdf-aed9c0de269c
ddc4f56b-79ce-4d18-a56d-2b73044cde53,9c6959a8-dbfa-40b5-a3ac-e074e05a17bc
4b26a2b5-f159-4fc0-965b-ba4c48faad1b,e15c9315-b4de-4da7-94f7-e09bbbfe8dcb
ac528bcc-ac1c-446e-b8a1-15d365f88219,992c0ce0-1172-4b44-817c-e53a8be4df29
ab08b172-cd4b-41f2-951d-bc0c648924f3,6c460680-9d17-4a42-a9e5-2f38c3f53734
1b3dfd99-0caa-4087-96b2-cdff4999e3c7,1d4979ff-6a8b-44ec-860a-8d229c16a5b6
f5ae1da8-bac2-4fbd-8559-7c7260f8d3f2,bcb82136-741a-43cd-a226-d0e865d1937d
3142db84-f90c-4107-a5fc-2458de1c7431,41ff3f24-8794-4d0c-a825-30e60e2fd08e
1b408be6-5a87-4dde-8110-9659046f6001,1fc6cf1d-1ce7-48fa-9e47-ff41d782b6e1
6aa4cd83-8ef8-4649-86e5-3a6d7ea9de5d,c88dafba-7dff-4fa8-9e66-634623c03052
3a8c3bb2-2ac7-4666-a823-7a1f8dade769,13cbead6-fae7-4a91-bc51-f67452af3615
bd86d558-bd2c-4e39-bce9-1f4a81fb4fd5,a60b32cf-f303-48af-afcc-bfbeaee26d75
6d4a84c1-2510-4e89-9c91-443e3793b0a1,7c026647-933d-45f1-8bc9-5f12958ceb2b
3bb27197-5af1-4487-8d61-75f6e2d58aa2,ac6fa4c7-89e3-42c7-9daf-7c09982f51a6
b056c67c-dfbb-41ca-9352-a23155292bfa,5ead6ec1-3af0-4e12-ba5e-83581853a388
061882ff-7cca-49c7-ad3c-383fd0c4a3ae,fc9ae1f9-464c-45b8-828e-a145d611af3c
89d166f6-9b6a-4926-9b70-d7540b91e934,65692b1c-d774-4657-ac43-507ef996138d
2c2d193e-0399-48a0-84e9-77a8e378dcfb,35a3eede-0cc7-4351-8f17-368c36df08bc
9b35b58a-bb34-48ab-813d-8ae38cf05588,421e54ec-eb11-46ef-963e-398ba715480d
2e5ad44f-ade7-4a1d-b2cf-c2bc01358140,5b2c9c06-da40-4424-864b-bf5c7702966b
d88c41d2-4877-44c7-837a-a22c1a073a56,e7d5394e-d8bc-4f55-afa1-c5ce92ef6b18
fbdcbbba-ecc9-4676-ba31-48c8aa647324,0f105623-3bba-4ab8-805c-0f2ac27244b3
1705c8d2-2187-4849-a97a-ab8e18160322,6cd0e2bc-5b71-415b-89ee-01f0e9a233a9
ef67f5d8-be82-4561-9e67-7c3770860dd3,217e5ac8-d199-4f6c-b89f-8f3cf3836016
ce805831-633b-4b05-b636-bba338017863,35d984df-9a05-430d-9a00-02e3791e2993
a73bdac6-1bdc-4f20-b53d-0b212016b92a,13e4f839-c9c5-4f02-bd33-a3b7736bc3eb
baccdf49-782a-4dfc-82ce-07ce221fdc71,b90f637c-5eac-4860-b4ab-70d8c0bbecf5
9fd4d50b-4810-44e7-8796-e79bf3e680ca,89e2ad4a-761c-400e-ab3d-ccfdb8fb662c
e34c8cac-055a-479d-908f-ef5c88dc54f5,e6159b27-326a-4eb0-b586-97a9abbeec89
b4a05a18-8dba-4314-bbcd-832f1f33e516,78188805-d702-4235-ab96-d597fc727276
aef45c76-7256-47e0-89b4-cb4a29d2500f,c6338e2d-d07c-4a85-a1d5-9ed8acbf4098
0b819dd5-84e7-49ee-9b2e-c02441dad7b2,c2628e76-8632-46d3-b2d0-13d6809b997a
51f12e80-50ad-4f3c-8bf9-43ebfef7b35a,0ff8f5a3-14ee-47e9-9d4c-69fe69f19698
70f0ffd9-6364-48f1-ae0c-540c05e500d2,8fde799f-2b4b-4e50-bff5-f7c464c45790
c6866518-06d6-4fe7-a01e-a4bef1dfc636,60490ebe-e716-4008-b7e0-9289e84d03a0
68696953-d5cb-4489-9180-94914171bf12,c3245c3a-268d-4af5-b127-bcf799da779f
